Area;MajorAxisLength;MinorAxisLength;ConvexArea;EquivDiameter;Class
45182;328,3212445;175,833589;45690;239,8489298;SIRA
35406;246,8072614;182,7868946;35712;212,3212644;DERMASON
56301;402,7083316;179,6841418;57012;267,7399104;HOROZ
29920;236,3747199;161,4634609;30221;195,1802428;DERMASON
203179;676,9838845;388,0407184;206073;508,6212122;BOMBAY
46301;297,3416074;199,6006052;46852;242,8008735;SIRA
27459;220,9927439;158,4373667;27720;186,9809741;DERMASON
30731;249,4778692;157,2158612;31184;197,8077967;DERMASON
63653;355,1371706;228,6444147;64755;284,6849429;BARBUNYA
40495;285,69816;181,1020617;40879;227,0679091;SIRA
41169;270,2141119;194,1998311;41553;228,9497736;SEKER
42140;289,6573573;187,096078;42663;231,6340096;SIRA
75795;413,5207639;236,4388837;77332;310,6528469;CALI
46317;299,6761149;197,2848301;46915;242,8428216;SIRA
66461;363,9556321;233,9336593;67151;290,8964994;CALI
36730;235,9680653;198,4962669;37038;216,2546843;SEKER
47634;355,0814366;174,0811234;48581;246,2711767;HOROZ
181020;594,8962104;388,8031964;182766;480,0852241;BOMBAY
33390;250,023827;170,3235233;33719;206,1879444;DERMASON
43187;287,5090596;191,8734278;43584;234,4939151;SIRA
56506;311,9078336;231,3239233;57392;268,2269071;BARBUNYA
27284;225,6458126;154,2425428;27557;186,3841939;DERMASON
35858;260,7961094;175,4728189;36151;213,672234;DERMASON
50001;292,4250962;218,1569303;50477;252,3157753;SIRA
40917;273,0100504;191,1004807;41340;228,2479846;SIRA
80170;416,0825942;247,7927835;81325;319,4927453;CALI
28184;233,6611576;153,9845764;28504;189,4333216;DERMASON
35195;255,2988088;175,8550161;35606;211,6876609;DERMASON
39069;275,1892717;181,200761;39487;223,0340686;SIRA
39313;243,9936667;205,4573381;39634;223,7294487;SEKER
52995;386,7899328;175,0464077;53658;259,7601387;HOROZ
93203;455,6059166;263,4775625;95176;344,4847533;CALI
41713;282,482488;189,163234;42252;230,4574606;SIRA
77282;411,8031798;240,6022732;77964;313,6853495;CALI
32142;243,527936;172,1234015;33954;202,297962;DERMASON
71853;402,6695608;229,7830879;73226;302,466661;CALI
46067;350,698331;167,9741417;46689;242,1865523;HOROZ
39285;252,3515449;198,7563944;39686;223,6497608;SEKER
47803;362,5282647;168,3250288;48426;246,7076609;HOROZ
70664;391,8333258;229,8707572;71445;299,9536617;BARBUNYA
58351;389,028669;192,1662019;58957;272,570726;HOROZ
49884;333,2196694;191,3669148;50493;252,0203989;SIRA
28047;236,2464809;151,5729929;28352;188,9723512;DERMASON
83173;426,6362051;250,914101;84478;325,4215;CALI
37083;237,1603388;199,6918027;37498;217,2913759;SEKER
25098;207,7521342;154,4272061;25444;178,7617579;DERMASON
25305;217,5970715;148,3688069;25627;179,4974281;DERMASON
