Perimeter;MajorAxisLength;MinorAxisLength;EquivDiameter;Extent;Class
787,527;291,1859395;199,2024204;240,4824596;0,783471901;SIRA
1143,783;443,1117397;256,064473;334,0783722;0,744268781;CALI
806,084;313,6472271;186,567643;240,818427;0,808190496;SIRA
749,909;261,2728966;210,5395698;234,4124549;0,771763233;SEKER
714,687;249,3821884;201,1797264;223,8745216;0,78476874;SEKER
657,507;247,174919;158,3968419;197,508261;0,706954636;DERMASON
727,642;272,6541286;172,5646057;216,8074203;0,767079455;DERMASON
1001,035;372,7920342;211,1471681;279,9881404;0,744354176;BARBUNYA
751,568;271,1479575;197,1234861;230,5292722;0,772472378;SIRA
695,582;238,9158223;200,7943345;218,9288227;0,779153041;SEKER
822,871;336,9793352;168,6467559;238,010449;0,648590338;HOROZ
905,416;356,3926718;195,4373656;262,5440329;0,763245453;CALI
1078,081;369,1103124;250,0378175;302,9083381;0,735967564;BARBUNYA
902,449;372,7634141;180,4026485;258,3594069;0,797945205;HOROZ
1005,875;409,3046358;201,686606;285,9834648;0,773990264;HOROZ
960,439;407,2835157;177,70619;268,2981008;0,787190198;HOROZ
762,04;259,5877232;214,2979241;235,7610492;0,782235522;SEKER
812,918;307,9433601;191,864326;242,0471946;0,741969814;SIRA
971,295;386,0691043;203,3579528;279,7925306;0,807364026;BARBUNYA
1024,216;391,3524554;226,6710099;295,8613619;0,76838564;CALI
719,583;271,5429407;177,6328894;219,2862009;0,721102074;DERMASON
668,032;239,6109719;176,7487903;205,392906;0,798866787;DERMASON
814,364;308,8688781;192,6788031;243,5574478;0,734950782;SIRA
1046,449;389,0252397;237,899946;302,8011329;0,737722048;HOROZ
1052,897;377,4220072;228,3895581;292,9703469;0,792150411;BARBUNYA
748,914;278,4701824;182,1280998;224,6636642;0,726962645;SIRA
616,386;234,9459604;149,6236118;186,8822108;0,735585948;DERMASON
720,748;268,8042971;180,3815582;219,7096513;0,748499566;DERMASON
1106,607;437,1935026;245,376285;326,9750011;0,771320179;CALI
1196,528;428,4628408;271,0121313;340,4078891;0,699259328;BARBUNYA
959,093;402,5313903;182,2267305;270,2721331;0,5873362;HOROZ
567,724;215,8616876;138,1170076;172,494449;0,79131112;DERMASON
1030,906;368,816598;237,0123116;294,6193468;0,771231404;BARBUNYA
876,729;340,6403336;189,8534581;253,09673;0,715610554;SIRA
1024,349;393,577237;233,8967551;303,1583362;0,79781155;CALI
801,894;296,6679405;200,6001221;243,6567534;0,719856733;SIRA
860,959;332,2884919;191,0829637;250,5814865;0,694689393;SIRA
1780,349;712,9073514;371,3047474;510,16342;0,813279808;BOMBAY
851,032;335,0066472;185,6632558;248,6866792;0,79375429;SIRA
1000,066;344,3690357;239,3742573;286,7770714;0,786020249;BARBUNYA
970,455;380,6719666;201,9025479;271,2408535;0,643133807;HOROZ
1006,869;387,1512521;231,7835065;298,6817737;0,797473253;CALI
688,803;257,7617534;171,5078408;209,8542575;0,706988533;DERMASON
822,48;322,0584588;185,8290969;244,1448531;0,69858537;SIRA
600,076;218,0865189;155,8256592;184,0434503;0,787303936;DERMASON
1091,847;414,2250757;243,9172737;317,3575184;0,683871079;BARBUNYA
771,196;315,4782466;158,8206555;223,4390203;0,702517244;HOROZ
671,127;258,0112672;154,6042127;199,3753711;0,717701149;DERMASON
834,536;314,3580357;200,2984146;250,1924774;0,740384326;SIRA
924,848;366,1477398;189,4386666;262,1582044;0,627271882;HOROZ
838,042;331,8432701;176,2767668;240,6333061;0,608010909;HOROZ
707,079;260,0712485;178,7576028;215,1360748;0,736327175;DERMASON
1053,128;370,8645116;245,3433683;300,6193547;0,802446525;BARBUNYA
758,56;257,0304179;220,5112713;237,9221657;0,766534483;SEKER
636,761;246,1920496;145,481788;188,9251814;0,747746066;DERMASON
924,223;372,240606;184,9815247;259,9046956;0,710284628;HOROZ
1810,955;682,4655468;412,0814484;527,7365551;0,703064081;BOMBAY
687,484;258,7304146;171,7101938;210,6687229;0,784184477;DERMASON
684,17;234,5230255;190,924541;211,4951027;0,749989326;SEKER
665,156;231,7171471;189,1898259;209,2679482;0,791235335;SEKER
579,416;220,0976231;140,7041451;175,5672411;0,821535225;DERMASON
1602,527;581,4943271;381,3481079;465,4970947;0,777701616;BOMBAY
913,333;374,4842851;182,9924676;261,0143704;0,625531915;HOROZ
784,028;294,4413597;190,7591696;236,4809237;0,801247788;SIRA
613,44;233,1775621;149,6336025;186,5139428;0,816850036;DERMASON
999,165;404,0999929;196,0848211;280,0086033;0,781657781;HOROZ
1574,542;597,1470818;370,9714792;468,7135484;0,750382702;BOMBAY
792,403;298,9999653;191,745199;238,9820768;0,692222222;SIRA
671,844;220,9339754;198,103852;209,0183449;0,796975891;SEKER
1238,007;478,271451;274,4962506;361,3016528;0,809201335;CALI
878,718;365,0836635;157,3328691;239,2669422;0,804462177;HOROZ
626,229;223,0909265;161,6006147;189,6516383;0,722998567;DERMASON
1057,643;436,7972691;199,9376553;293,0529087;0,608008221;HOROZ
989,45;380,7966196;228,2109532;293,9898753;0,742756478;CALI
791,987;293,9515738;190,5840128;236,3247329;0,69725004;SIRA
625,763;217,2830795;169,937502;191,9405799;0,760246978;DERMASON
823,67;301,3201254;204,6015781;247,8276198;0,702737351;SIRA
1029,627;391,0597948;245,334784;309,4146536;0,81462141;BARBUNYA
977,824;386,020136;194,6257959;270,9426124;0,717355331;HOROZ
819,195;312,0050158;192,6109674;244,3820249;0,711926661;SIRA
745,539;271,5765221;183,4064154;222,8741671;0,759924422;DERMASON
833,813;320,1500005;190,9799265;246,8727553;0,663989458;SIRA
1055,776;360,4861043;243,5502784;295,581502;0,717021944;BARBUNYA
657,761;244,3361622;161,3779321;198,3958853;0,752403437;DERMASON
781,284;293,0831546;187,3975895;234,0237718;0,726894804;SIRA
993,808;391,2499005;212,0103957;287,3270821;0,769522905;CALI
1011,117;396,7678305;217,68541;292,193562;0,797362538;CALI
740,197;279,504739;180,4477975;224,2552464;0,795048309;SIRA
939,415;384,5652799;191,618322;270,6793239;0,631075627;HOROZ
578,304;214,1926993;147,7881718;177,794033;0,716507937;DERMASON
762,13;279,6726691;185,6001213;227,4908669;0,715497817;SIRA
978,982;375,7601433;188,7333631;264,3034007;0,674058603;HOROZ
806,126;310,367614;190,8223795;243,0393568;0,809068713;SIRA
1008,279;386,8631146;221,2353424;291,0190282;0,792057633;CALI
1010,329;348,7042819;242,2920323;289,9429499;0,771412882;BARBUNYA
570,486;209,9116344;143,070924;172,9772508;0,734834271;DERMASON
799,093;270,6905941;229,2923642;248,9425403;0,751544068;SEKER
740,232;275,719567;179,4099111;222,1818408;0,708897096;SIRA
745,717;251,3654557;218,703287;234,2929288;0,771072917;SEKER
647,426;232,283149;172,463628;199,7900391;0,752664938;DERMASON
896,599;360,6307342;173,7178725;248,8146426;0,591024566;HOROZ
900,059;368,2535374;181,332872;257,8364915;0,620851615;HOROZ
903,591;375,4326141;180,6114155;259,7944476;0,763246559;HOROZ
765,362;286,7409276;182,9972646;227,7118364;0,77509421;SIRA
709,287;247,6137766;197,3269149;220,7849088;0,742331407;SEKER
584,754;217,0879252;147,092512;178,4873291;0,708007923;DERMASON
754,068;255,8977082;218,6694528;236,2385145;0,804744157;SEKER
708,613;258,4921149;179,5853194;215,2751099;0,777535675;SIRA
1028,213;391,8333258;229,8707572;299,9536617;0,701560701;BARBUNYA
643,902;240,2579596;164,0009523;198,3156481;0,739148122;DERMASON
1457,451;542,0882389;362,1338272;441,7442313;0,836477061;BOMBAY
702,701;264,5266805;175,9062947;215,5204209;0,804858139;DERMASON
621,919;234,3158424;153,2049006;189,2282107;0,758850513;DERMASON
747,718;265,8522749;203,4464715;232,514568;0,759914811;SEKER
692,482;254,454012;178,9644871;213,2576922;0,729673966;DERMASON
790,823;272,4669677;224,5130013;247,0351622;0,760286793;SEKER
1041,966;429,0831643;207,1065811;297,158177;0,805418776;HOROZ
1032,304;364,4004204;238,5087834;293,8295885;0,749027925;BARBUNYA
661,029;222,9735137;193,4836383;207,5665669;0,782128328;SEKER
957,164;388,3543443;194,0430389;273,922032;0,822713947;HOROZ
744,372;269,946649;192,4672883;227,739792;0,79034167;SIRA
893,846;313,0215817;204,6558146;252,7317451;0,7625171;BARBUNYA
609,885;216,9513012;162,2437839;186,912867;0,759662237;DERMASON
691,39;263,2164565;163,6692923;207,0875524;0,712756052;DERMASON
1002,196;387,8131025;233,242644;298,5730509;0,760577915;CALI
923,33;326,4177656;214,2647816;263,0793705;0,714043638;BARBUNYA
720,523;268,0876854;176,8620677;217,5285601;0,751607815;SIRA
750,46;268,1715046;186,9279999;222,919865;0,747538786;DERMASON
590,532;219,2852822;145,9218272;178,7118931;0,788111097;DERMASON
599,831;216,0724393;157,6687008;184,3372371;0,760385207;DERMASON
905,492;375,3220976;172,9152127;253,6796135;0,821997788;HOROZ
1189,561;428,9654936;259,2231934;333,1089208;0,811783336;BARBUNYA
1000,665;416,3419172;194,4197638;283,7105171;0,725509548;HOROZ
640,707;230,455707;171,0007556;198,2867548;0,819380688;DERMASON
958,226;381,7761337;194,1116939;271,2361593;0,659781219;HOROZ
1010,572;408,4144656;207,2316923;288,9774421;0,801973539;HOROZ
773,551;266,7842277;213,6209863;238,58216;0,78089083;SEKER
729,52;257,4510539;199,6496894;226,4221506;0,798433472;SEKER
857,69;300,2878932;200,3199142;245,0142267;0,720767408;BARBUNYA
618,475;240,3803512;140,9441706;183,4891639;0,774977287;DERMASON
849,403;316,8919571;198,6595009;248,9834537;0,80099036;SIRA
1013,071;387,8711935;230,873465;298,5538604;0,777326227;CALI
821,12;305,6859359;203,187362;248,9323109;0,77875384;SIRA
974,201;372,3567768;228,9267115;291,0168407;0,779578777;CALI
945,662;381,1508755;193,3643213;269,6472092;0,678952312;HOROZ
1183,102;463,5050059;262,8077883;347,6799712;0,668365623;CALI
1026,063;378,8428222;246,1145886;303,9217597;0,777989876;CALI
902,296;374,1226371;171,1697457;251,871317;0,811878768;HOROZ
688,336;254,1394924;174,7584545;210,3178904;0,767316017;DERMASON
744,37;279,8295103;179,9840248;224,0706473;0,693485984;DERMASON
874,362;353,0329178;171,2696905;244,8634791;0,706806754;HOROZ
1037,115;407,9825068;223,5718801;301,0193327;0,694705297;CALI
914,595;348,4861956;205,1891003;265,9458281;0,806437095;CALI
894,249;345,8968434;189,1068871;255,3704295;0,649657534;HOROZ
1043,897;408,8401001;238,4287677;310,3904261;0,77870742;CALI
830,819;315,7918099;200,1867591;250,6475326;0,714666435;SIRA
822,692;309,5139071;191,806998;242,8795202;0,746551724;SIRA
1078,61;364,2761238;255,115423;304,5244309;0,779390048;BARBUNYA
830,105;315,8798111;196,0722153;248,7634651;0,721690969;SIRA
720,761;261,6638997;173,4719121;212,7376309;0,745100094;DERMASON
921,726;351,5022062;218,5511185;276,6439635;0,80944814;CALI
761,073;279,4033065;192,1554856;231,4277888;0,740776614;SIRA
716,227;271,7189933;175,1878672;217,8823913;0,737732489;DERMASON
778,746;294,8125659;186,5086959;234,2521673;0,754318719;SIRA
697,179;246,030186;192,8818788;217,6923881;0,762454933;SEKER
1479,127;540,3809223;365,0610147;443,0379309;0,813286064;BOMBAY
1113,014;432,3499704;235,3525011;315,3370609;0,760655291;CALI
965,707;378,9902211;215,1549137;283,9393033;0,77526783;CALI
1485,141;563,7178471;342,7112691;436,9334166;0,710822983;BOMBAY
1049,061;410,2193065;239,7367078;312,9742236;0,814353763;CALI
653,394;238,5196371;169,0339143;200,5882421;0,785664562;DERMASON
880,635;357,7413431;170,0492761;245,8416863;0,64215368;HOROZ
796,404;267,1578551;183,9024275;221,3982294;0,742201658;DERMASON
742,484;281,3341448;178,5597857;223,2879623;0,69429078;HOROZ
1045,404;402,7038224;228,8228748;301,0764291;0,808728644;CALI
1072,869;368,5849917;238,6227999;296,2763586;0,713020995;BARBUNYA
757,035;284,2983621;186,4537745;229,865543;0,80856909;DERMASON
664,884;246,6259639;164,1611106;200,8229633;0,725226669;DERMASON
672,26;254,9287596;161,227616;201,8506018;0,712441001;DERMASON
915,306;372,2989818;186,8038659;263,3260823;0,66133968;HOROZ
962,318;396,2216487;195,9184927;278,1014018;0,743961885;HOROZ
1020,247;388,5491637;232,8047958;299,9939845;0,793611407;CALI
664,531;239,4677133;162,3736395;196,8011019;0,793277004;DERMASON
708,154;246,9118386;200,5332172;222,3909101;0,780470163;SEKER
658,449;251,7430847;160,3248519;200,7468675;0,752144673;DERMASON
1190,215;412,6335376;235,2610642;310,26734;0,690071556;BARBUNYA
1024,488;408,2395189;209,5480011;291,7989399;0,80164467;CALI
762,351;289,0494353;180,9566869;228,0638258;0,799119718;SIRA
703,04;243,4936116;196,7097492;218,7426389;0,798894558;SEKER
772,237;295,142741;182,2047159;231,6862231;0,788962497;DERMASON
847,793;279,6244109;203,7493651;237,2630186;0,760104527;SEKER
741,696;245,021911;205,6215787;224,2268564;0,746521476;SEKER
847,921;304,5227337;210,9444683;252,0608127;0,677115137;SIRA
711,888;229,3815744;207,1091018;217,9291359;0,781991614;SEKER
679,242;250,3239225;168,5529973;205,0268362;0,702521545;DERMASON
1186,252;409,0478139;255,5614799;323,1087688;0,76777939;BARBUNYA
760,195;262,5755757;213,5670835;236,5589804;0,796386896;SEKER
714,166;246,145837;202,5723123;223,1881509;0,771748136;SEKER
631,422;241,2716197;153,1876014;192,1394821;0,764636076;DERMASON
755,636;276,2407572;192,8962732;230,1063661;0,816244014;SIRA
957,494;383,0917604;203,7207999;275,9850287;0,648357484;HOROZ
723,891;259,4464115;193,0356505;223,6583002;0,752759044;SEKER
1107,086;399,3117342;229,1974357;301,9357956;0,643801252;BARBUNYA
1082,968;363,7976463;257,664828;305,5949949;0,814830862;BARBUNYA
1093,025;382,3034483;243,989139;305,0048755;0,723334323;BARBUNYA
1478,855;555,8219854;360,0328103;446,5203243;0,802588284;BOMBAY
1116,098;390,9581355;240,5775022;306,1444694;0,773891377;BARBUNYA
802,977;295,6113614;203,9232482;244,6501947;0,798522167;SIRA
633,554;236,4779965;160,3994674;194,5038987;0,775695079;DERMASON
658,68;233,794202;176,5200436;202,9389226;0,776987749;DERMASON
791,197;304,8763961;185,8276061;237,6678337;0,679908046;SIRA
834,832;335,062512;166,839015;235,323198;0,59932479;HOROZ
718,771;269,1317271;171,4965849;214,4662644;0,693351503;SIRA
934,18;348,4229806;220,9427975;275,8627455;0,7676372;CALI
707,053;243,0580212;198,4945625;219,5705248;0,779821237;SEKER
777,006;290,157766;191,2833419;235,0687623;0,80574431;SIRA
1137,663;413,0687207;266,268225;331,1576592;0,695418029;BARBUNYA
736,792;275,9812888;182,8354984;224,476565;0,784988892;DERMASON
756,421;292,0864695;175,1400879;225,3935621;0,663010967;SIRA
651,07;244,9141178;158,9151774;197,0661801;0,760092703;DERMASON
663,121;242,6063435;168,5432849;201,9578064;0,757090187;DERMASON
946,971;389,2422835;188,0080582;269,4606307;0,647004765;HOROZ
675,473;239,9630491;170,6138358;201,970415;0,747259411;DERMASON
768,419;280,9669904;199,0251555;235,7664497;0,750894393;SIRA
755,253;272,4929436;200,8134071;233,5390527;0,722970464;SEKER
687,482;249,2817602;169,8214722;205,4238989;0,77745719;DERMASON
732,244;236,6730021;225,5789995;230,9679425;0,795662577;SEKER
1074,372;430,3806325;239,8641376;320,525234;0,795765202;CALI
847,426;327,1755275;193,0762219;250,6551522;0,818447198;SIRA
799,758;291,5428207;206,0037694;244,7022324;0,771599672;SIRA
938,275;339,6134553;214,159517;269,1438601;0,716419226;BARBUNYA
884,45;344,1916085;193,3508518;257,1714504;0,653679654;HOROZ
761,71;277,3292487;202,3444951;236,7419091;0,769038593;SEKER
810,17;306,4935705;197,0986548;245,0376103;0,798016719;SIRA
1004,338;417,4358067;198,7036811;286,6815993;0,732803542;HOROZ
752,069;280,1574226;187,5944676;229,0943196;0,722111275;DERMASON
763,787;289,557452;182,5790791;229,671594;0,702567494;DERMASON
1564,995;536,7652652;378,4083166;448,7205161;0,829286711;BOMBAY
1755,004;659,2733366;405,1692712;514,2153984;0,733686858;BOMBAY
697,212;250,4410685;179,7593409;211,9551464;0,716644663;DERMASON
784,858;307,9478154;176,2837941;232,6322712;0,702255266;SIRA
707,862;264,5994508;178,2975755;216,9805951;0,797364903;DERMASON
753,464;265,3042472;205,0371062;233,1325298;0,767199856;SEKER
754,844;275,0376296;183,4299529;224,1217823;0,761602317;SIRA
1002,202;385,164328;224,0565087;292,833417;0,807735668;CALI
684,084;242,3524243;183,1011169;210,5417649;0,786424215;DERMASON
724,386;251,4068347;201,6250403;225,0175926;0,784854346;SEKER
685,632;238,4565742;193,3137853;214,5968338;0,79151348;SEKER
776,938;297,8980592;184,1786255;233,6235424;0,698478133;SIRA
1107,807;429,8403264;247,6613612;324,8791549;0,765542462;CALI
689,123;254,972779;170,3716465;208,221884;0,742197036;DERMASON
759,328;261,0795717;213,6792805;235,9149147;0,786286043;SEKER
831,866;275,3004714;215,4814748;243,2174115;0,760343022;SEKER
616,948;231,2366541;152,7942361;187,5554908;0,725830181;DERMASON
1142,861;446,1686199;246,7936591;330,1603507;0,795992748;CALI
882,28;354,8973798;182,5117909;253,380802;0,68682576;HOROZ
869,561;330,2863293;201,4007807;257,0154486;0,68781238;SIRA
705,63;236,731011;205,9160211;220,5685449;0,782158356;SEKER
798,251;298,8347246;189,2306414;237,2388687;0,817139899;SIRA
708,777;253,9065789;164,6636358;204,1462142;0,780876494;DERMASON
786,843;289,3187585;196,4439687;237,9061106;0,729790517;SIRA
604,727;218,0702417;158,3461335;185,6620968;0,729180134;DERMASON
969,459;346,4144781;229,7546879;281,4576664;0,794427845;BARBUNYA
929,492;349,4594503;202,9347314;262,5997977;0,749505266;HOROZ
1607,597;607,9823028;375,2245473;475,6770677;0,747658715;BOMBAY
664,733;246,6587413;168,0090215;203,3995392;0,794158622;DERMASON
701,426;268,4949478;167,1900417;211,254158;0,820751183;DERMASON
775,793;290,4068702;186,0888605;232,0239523;0,733998785;SIRA
746,911;273,3943581;184,6308346;224,4850729;0,798688326;DERMASON
718,282;263,8910757;183,008128;219,483526;0,793918919;DERMASON
752,449;248,3909893;228,1029765;237,8418797;0,779169078;SEKER
835,461;317,011253;197,6973189;249,6269548;0,780222233;SIRA
1038,267;416,5836291;216,2968656;299,0417687;0,793293124;CALI
826,879;315,9670874;194,8026949;247,6477385;0,708155074;SIRA
741,713;258,9333822;203,8552779;229,58565;0,772927558;SEKER
1535,096;552,1854312;397,3292133;467,5739682;0,735067103;BOMBAY
675,375;249,3920316;165,2899296;202,7411952;0,815042036;DERMASON
687,182;257,9686332;169,9776055;208,9513274;0,693925045;DERMASON
1001,046;381,7267159;236,0392725;298,7286615;0,802151645;CALI
709,649;269,3005089;166,0756544;211,1878501;0,723859316;DERMASON
701,394;259,0980015;180,224362;215,7743044;0,79381309;DERMASON
657,903;262,8507583;144,560822;194,75576;0,729021364;DERMASON
1109,583;440,1503488;243,96224;326,5463805;0,809638438;CALI
745,807;275,1003877;188,7733986;227,639136;0,71620385;DERMASON
877,465;331,9782172;206,4390997;261,0411983;0,755725945;SIRA
690,089;263,9269971;163,2618022;207,2289154;0,781464319;DERMASON
864,097;325,3516274;202,6147673;256,0550666;0,691956247;SIRA
699,055;235,795252;192,902193;213,1711035;0,754768853;SEKER
713,931;266,6876881;182,6415198;220,4299605;0,821748493;DERMASON
921,338;383,4577493;173,0682517;257,2951941;0,585913906;HOROZ
706,076;245,3423568;199,3552146;221,050026;0,794324626;SEKER
1111,263;417,0962652;262,6515837;327,698484;0,763847631;CALI
1551,378;588,4700029;360,2032856;457,7535419;0,774477277;BOMBAY
823,08;316,0762651;189,5319856;244,5695143;0,76753913;SIRA
742,557;254,8646481;210,6032648;231,5790354;0,787260289;SEKER
985,424;406,9469798;188,5911563;276,390713;0,712870111;HOROZ
632,794;242,3495216;154,1074782;192,5267504;0,785706575;DERMASON
630,115;229,1894675;162,4229328;192,718441;0,725983076;DERMASON
809,7;300,6238998;202,4460449;246,2841015;0,799312081;SIRA
783,069;289,7981464;192,3325836;235,7961502;0,800836268;SIRA
623,075;234,7399309;154,2390893;189,9434541;0,812292168;DERMASON
679,824;250,3738108;173,3372172;208,10567;0,813809934;DERMASON
931,194;374,5213572;191,2290951;267,1567254;0,799885845;HOROZ
754,396;282,3668969;183,4200674;227,387301;0,759785212;SIRA
1452,182;541,3785204;349,7474326;433,8423471;0,783803989;BOMBAY
1089,81;434,3950726;239,8614256;321,8868453;0,809808136;CALI
863,9;349,6567152;174,1742676;246,5140503;0,780481423;HOROZ
1623,533;617,4970769;380,3828735;482,67202;0,793546708;BOMBAY
655,887;240,6649408;168,4837496;201,0827397;0,731054328;DERMASON
732,331;267,1679014;185,7064006;222,5025241;0,800457016;SIRA
1084,621;371,9501875;251,3077429;305,2990352;0,762591802;BARBUNYA
929,728;372,6542803;192,1176402;266,7298372;0,674549713;HOROZ
748,595;263,1169071;205,0787113;232,0788211;0,760923138;SEKER
714,062;261,8870219;179,3977763;216,4371256;0,792760181;SIRA
1083,778;433,5725897;225,4395882;311,6410852;0,821359349;CALI
679,713;251,6475609;169,4683023;206,3052387;0,705902228;DERMASON
764,47;266,3331823;212,346134;237,4695337;0,779040315;SEKER
601,919;221,9827962;148,0800401;180,8577449;0,792607676;DERMASON
957,495;384,5000616;200,8289821;276,7336967;0,770384507;HOROZ
839,433;312,732286;200,959732;245,9556002;0,787927032;HOROZ
992,787;361,2041353;231,6235658;288,8430273;0,697560041;BARBUNYA
949,199;385,0625692;192,3678812;271,8691391;0,787559354;HOROZ
719,269;252,3099645;202,1951506;225,7350656;0,782332473;SEKER
1105,143;421,8471866;255,1053802;326,534683;0,758871611;CALI
686,517;249,46266;180,2449068;211,9461356;0,771945563;DERMASON
729,001;250,5915313;200,0800501;223,6953002;0,764968078;SEKER
938,662;364,3486399;203,18628;271,3957156;0,782589286;HOROZ
1103,271;384,0908865;254,2119629;311,5757088;0,770792264;BARBUNYA
824,388;311,9041796;195,5944153;246,4546459;0,795799553;SIRA
777,646;294,9903332;187,2555089;234,7516858;0,73279832;SIRA
1191,049;464,3007651;264,1201179;347,1448926;0,698158858;CALI
879,66;327,8393634;212,2424791;263,3889326;0,723979856;SIRA
666,679;244,5198767;168,8594862;202,8196815;0,738637403;DERMASON
796,592;299,3946992;193,0543859;239,6577473;0,778900112;SIRA
732,684;262,4489681;198,0125453;227,8487858;0,739409546;DERMASON
752,973;278,3714329;188,7466742;228,6520548;0,804663923;SIRA
718,887;271,0113952;177,0788589;218,8881086;0,764417901;DERMASON
851,074;326,8805566;196,7698886;252,9382151;0,789070352;SIRA
838,186;296,4045889;185,6575998;234,3173823;0,731985538;BARBUNYA
1068,247;374,5396102;235,4399837;294,6992863;0,779721079;BARBUNYA
651,095;242,0169519;162,9802464;197,4760258;0,779675687;DERMASON
1010,368;368,9500199;235,4532033;294,504801;0,706316619;BARBUNYA
1010,092;356,1705845;239,3348154;290,9074416;0,780392157;BARBUNYA
650,335;238,2842684;165,9321726;198,6524262;0,755803746;DERMASON
613,129;224,3137021;154,7945165;186,230427;0,714746786;DERMASON
1226,968;426,2697932;267,2871627;337,0965483;0,74029098;BARBUNYA
846,659;340,1692584;177,0078505;244,280408;0,779039229;HOROZ
1151,256;427,410553;251,9554875;327,6032779;0,718761192;BARBUNYA
811,245;310,9911315;192,5582143;244,494015;0,814450516;SIRA
1108,333;423,2501817;244,3749948;319,4210038;0,734769851;CALI
1068,139;421,5574519;221,2601724;304,9130229;0,646996279;CALI
648,1;250,3079922;153,498392;195,6461102;0,789511004;DERMASON
800,227;297,171505;196,7176486;241,4256819;0,703303119;SIRA
715,093;247,637228;200,4703634;222,6340994;0,75030838;SEKER
800,422;279,1055223;225,5725729;250,7364134;0,794148868;SEKER
751,454;268,9864474;202,3283628;233,1898679;0,787476491;SEKER
683,564;250,4466272;173,6210687;208,0811956;0,764179775;DERMASON
575,308;209,8796546;149,6176681;176,9433819;0,755453149;DERMASON
1174,332;456,3173442;255,7139802;340,0055653;0,72803156;CALI
785,75;293,114743;198,0100681;240,5221652;0,8004651;SIRA
1193,866;440,9058834;266,8912996;342,3306018;0,684065403;BARBUNYA
865,763;330,155474;198,4615253;254,7089472;0,733805697;CALI
900,713;371,174681;182,4051327;259,7086669;0,745587614;HOROZ
810,528;306,2855741;194,3222826;243,5888119;0,761470588;SIRA
882,366;351,3239063;184,9755796;253,9855932;0,635903808;HOROZ
825,34;305,376345;188,834906;239,5753857;0,741162737;SIRA
962,609;409,4783498;178,9563204;269,4677184;0,646855328;HOROZ
564,881;203,3740398;148,5885891;173,5064143;0,73337469;DERMASON
692,108;253,0996749;176,9096429;211,5071427;0,775829708;SIRA
706,838;258,7670193;181,4840642;216,5576878;0,730813492;DERMASON
851,72;328,499128;196,8972941;253,6394576;0,72269184;SIRA
1028,61;396,0922413;227,7141853;297,6569283;0,777757908;CALI
1486,167;543,4072553;381,8371778;454,4861399;0,782834863;BOMBAY
677,909;228,8711515;196,9580537;212,1202778;0,764648607;SEKER
672,442;241,4880288;170,8426629;202,6972296;0,709146449;DERMASON
1042,588;416,6992868;206,1230776;292,6920729;0,654386306;HOROZ
960,073;345,3442182;233,1329454;283,3377839;0,81346923;BARBUNYA
1059,166;377,0555787;255,7796155;310,1010962;0,761965295;BARBUNYA
1001,839;376,0246721;238,4526609;297,3916025;0,749684313;CALI
1136,526;439,2807344;256,9921582;335,3792698;0,76882441;CALI
865,845;336,2117453;198,4864401;257,7179483;0,781990166;SIRA
782,51;284,9225259;191,321562;232,9303688;0,698883112;SIRA
1157,147;458,8383236;247,4841838;336,7885759;0,701694274;CALI
868,831;356,7470104;168,9603752;245,1103449;0,722326827;HOROZ
742,236;280,963795;181,5970177;225,6758334;0,71404345;DERMASON
651,194;254,8002569;151,3874572;196,1238554;0,788608124;DERMASON
852,194;319,6616372;205,5987001;255,9605712;0,755173325;SIRA
668,968;240,852119;175,9776495;205,3557084;0,743957772;DERMASON
1099,858;427,0119208;248,2480155;323,1974199;0,741986832;CALI
692,541;236,9842652;199,9171912;217,5314866;0,750307876;SEKER
582,891;216,6782868;149,4362833;179,7632322;0,792258467;DERMASON
1658,79;615,3651524;394,5142925;492,1583259;0,790134071;BOMBAY
1077,446;395,0114428;233,360339;303,3388788;0,686997357;BARBUNYA
727,03;268,6302011;182,6817648;221,3924784;0,801198801;SIRA
764,055;292,4190772;182,7281369;230,7997462;0,685021449;DERMASON
699,032;251,5874622;189,0989626;217,9291359;0,737742529;SEKER
763,413;282,8155597;193,1404502;233,3563414;0,773791431;SIRA
709,019;260,273909;180,8256385;216,6341071;0,784467714;DERMASON
617,768;232,3433506;151,6086237;187,5181498;0,725312533;DERMASON
671,257;247,0456533;166,2865294;202,4363801;0,76485825;DERMASON
758,807;264,6697571;204,6356104;232,626798;0,756721148;SEKER
837,905;332,5086584;186,5632334;248,4433671;0,692325269;SIRA
766,505;308,1607301;155,3628758;218,5184263;0,676949458;HOROZ
765,843;284,2304289;192,0571927;233,2280854;0,776580081;SIRA
782,142;297,9735621;182,2210678;232,4515859;0,790735807;SIRA
1776,585;679,8398711;400,169975;519,2187417;0,801840491;BOMBAY
1076,62;364,5500115;269,5723318;313,2243176;0,737072182;BARBUNYA
712,975;246,9570943;199,2321307;221,6970746;0,751596573;SEKER
1031,916;401,6200737;215,2315944;291,8076666;0,72681628;HOROZ
671,737;239,6728284;177,9340438;206,1848568;0,773538134;DERMASON
755,012;259,6736544;209,6460998;232,9850242;0,749525316;SEKER
739,414;271,152412;189,7138297;226,6610148;0,775484317;DERMASON
1432,029;517,4259023;347,2543044;422,6725213;0,721240439;BOMBAY
1510,578;570,1506315;358,5791326;450,4607785;0,809086478;BOMBAY
645,199;243,7866974;158,8603682;196,5291876;0,734645936;DERMASON
